Name,Cumul.reads_dtBaseline_1_2018-09-05_ds10813553,Cumul.reads_dtBaseline_10_2018-09-14_ds10813559,Cumul.reads_dtBaseline_11_2018-09-15_ds10813571,Cumul.reads_dtBaseline_12_2018-09-16_ds10813570,Cumul.reads_dtBaseline_13_2018-09-17_ds10813556,Cumul.reads_dtBaseline_14_2018-09-18_ds10813558,Cumul.reads_dtBaseline_15_2018-09-19_ds10813575,Cumul.reads_dtBaseline_16_2018-09-20_ds10811746,Cumul.reads_dtBaseline_17_2018-09-21_ds10813554,Cumul.reads_dtBaseline_18_2018-09-22_ds10813555,Cumul.reads_dtBaseline_19_2018-09-23_ds10813563,Cumul.reads_dtBaseline_2_2018-09-06_ds10813564,Cumul.reads_dtBaseline_20_2018-09-24_ds10813569,Cumul.reads_dtBaseline_21_2018-09-25_ds10813551,Cumul.reads_dtBaseline_22_2018-09-26_ds10813572,Cumul.reads_dtBaseline_23_2018-09-27_ds10813557,Cumul.reads_dtBaseline_24_2018-09-28_ds10813561,Cumul.reads_dtBaseline_25_2018-09-29_ds10811749,Cumul.reads_dtBaseline_26_2018-09-30_ds10813560,Cumul.reads_dtBaseline_27_2018-10-01_ds10813567,Cumul.reads_dtBaseline_28_2018-10-02_ds10813574,Cumul.reads_dtBaseline_29_2018-10-03_ds10813578,Cumul.reads_dtBaseline_3_2018-09-07_ds10811748,Cumul.reads_dtBaseline_30_2018-10-04_ds10811747,Cumul.reads_dtBaseline_31_2018-10-05_ds10813562,Cumul.reads_dtBaseline_32_2018-10-06_ds10813566,Cumul.reads_dtBaseline_33_2018-10-07_ds10813573,Cumul.reads_dtBaseline_4_2018-09-08_ds10813565,Cumul.reads_dtBaseline_5_2018-09-09_ds10813552,Cumul.reads_dtBaseline_6_2018-09-10_ds10813576,Cumul.reads_dtBaseline_7_2018-09-11_ds10813577,Cumul.reads_dtBaseline_8_2018-09-12_ds10811750,Cumul.reads_dtBaseline_9_2018-09-13_ds10813568,Cumul.reads_dtKefir_ds10826596,Cumul.reads_dtNeg_DNAextr_1_ds10826595,Cumul.reads_dtNeg_DNAextr_2_ds10828555,Cumul.reads_dtNeg_DNAextr_3_ds10828557,Cumul.reads_dtNeg_DNAextr_4_ds10828558,Cumul.reads_dtNeg_DNAextr_5_ds10826597,Cumul.reads_dtNeg_DNAextr_6_ds10828559,Cumul.reads_dtOutsideFarm_1_2018-09-05_ds10826589,Cumul.reads_dtOutsideFarm_10_2018-10-01_ds10826591,Cumul.reads_dtOutsideFarm_11_2018-10-03_ds10826593,Cumul.reads_dtOutsideFarm_12_2018-10-06_ds10828553,Cumul.reads_dtOutsideFarm_13_2018-10-07_ds10828554,Cumul.reads_dtOutsideFarm_2_2018-09-10_ds10828551,Cumul.reads_dtOutsideFarm_3_2018-09-11_ds10826599,Cumul.reads_dtOutsideFarm_4_2018-09-12_ds10826598,Cumul.reads_dtOutsideFarm_5_2018-09-17_ds10828552,Cumul.reads_dtOutsideFarm_6_2018-09-20_ds10826592,Cumul.reads_dtOutsideFarm_7_2018-09-22_ds10826594,Cumul.reads_dtOutsideFarm_8_2018-09-24_ds10826590,Cumul.reads_dtOutsideFarm_9_2018-09-28_ds10826600,Cumul.reads_dtSequencingBlank_ds10828556,Cumul.reads_dtTxAntibiotic_1_2018-09-06_ds10798909,Cumul.reads_dtTxAntibiotic_10_2018-10-03_ds10798906,Cumul.reads_dtTxAntibiotic_11_2018-10-04_ds10798915,Cumul.reads_dtTxAntibiotic_12_2018-10-05_ds10798912,Cumul.reads_dtTxAntibiotic_2_2018-09-07_ds10798908,Cumul.reads_dtTxAntibiotic_3_2018-09-13_ds10798911,Cumul.reads_dtTxAntibiotic_4_2018-09-14_ds10798910,Cumul.reads_dtTxAntibiotic_5_2018-09-19_ds10798913,Cumul.reads_dtTxAntibiotic_6_2018-09-20_ds10798904,Cumul.reads_dtTxAntibiotic_7_2018-09-21_ds10798907,Cumul.reads_dtTxAntibiotic_8_2018-09-26_ds10798914,Cumul.reads_dtTxAntibiotic_9_2018-09-29_ds10798905
Allochromatium,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1
Altererythrobacter,2,2,2,3,2,1,1,1,2,2,2,1,2,2,2,2,1,2.05,1,2,2,2,3,2,1,1,2,2.01,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1.94,1,3,1,1,1,3,1,2,1,2,1,2,2,2,1,2,2,1,1,1,1
Alteromonas,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1.98,1,1,2,1,1,1,1,1,2,1,1,1,2
Amphibacillus,1,1,1,1,1,1,3,2,2,1,1,2,3,1,2,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1.32,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,3,2,2,1,1,2,1,3,2,1
Aquaspirillum,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,2.92,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,3.04,1,1,1,1
Archangium,1,1,2.02,2.08,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,2,2,1,2.96,1,1,1,1,2,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,3,1,1,3,2.01,1,2,1,1,2,1,1,1,2,2,1,1,1
Arcobacter,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,3,3,1,1,1,1,2,2,1,1,1
Aromatoleum,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.69,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Arsenicicoccus,1,2,3,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1.87,1,1,1,1,1,1,1,2,3,3,2.17,2,2,2,1,2,2,2,1,1,2,1,2,3,2,2,2,2,1,1,1,2
Bdellovibrio,2,2,1,2.09,1,1,2,1,3,1,2.06,1,2,3,1,1,3,2,1,2,2.58,3,2,1,1,2,1,1,3,2,1,1,1,1,1,2.03,1,1,1,1,1,3,2,1,1,1,2.87,1,1,1,1,2,1,1,2,2,1,3,2,2,2,2,1,1,1,2
Blastococcus,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,2,2,1,2,2,1,2,2,1.86,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,3,2,1,1,2,1,1,1,1
Blastomonas,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2.01,2,1,1,2,1,1,1,1
Blautia,2,1,2.85,2,2,1,1,1,2.99,2,2,1,2,2,1,1,2,2,1,1,4,1,1,1,1,1,2,3,2,2.02,1,1,2.92,1,1,1,1,1,1,2,2,2,2,2,2.38,3,2,2.81,2.09,2,2,2.22,2,1,2,2,1,1,2,1,1,2,1,2,2,3
Brucella,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2.09,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2.68,1,2.01,2,1,2.13,1,3,2,1,2.34,2,1,2,2.44,1,1,1,1
Campylobacter,2,2,2,2.91,4,1,3,3,3,2,1,2,3,3,2,3,3,2.51,2,3,5,2,2,1,2,2,3.81,3.02,2,2,2,3.29,2.84,1,2,1,1,2,1,1,2,3.01,2,2.17,1,2.05,3,2,2,2,3,3,3.2,2.09,2,2,3,3,2.9,2,3,2,2,3,2.9,2
Candidatus Accumulibacter,1,1,1,2,2.96,1,1,2.17,2,1,1,1,1,1,1,2,2,1,1,2,3,1,1,1,1,1,1,2.02,1,1,1,2.53,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2.98,1,2,1,1,2,1,1,1,2,2,1,1,1
Chelativorans,3,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,3,3,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2.15,2.77,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1
Chitinophaga,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Comamonas,2,3,2,3,2.65,1,1,3,2,2,2,2,2.79,3,1,2,2,2,1,2,3,4,3,3,1,3,4,2,1,1,2,3,2,2.24,1,1,1,1,1,1,2,2,3,3,2.55,3,2,2,3,2,2,1,2.74,1,3,2,2,4,3.05,2,2,3,3,3.15,1,1
Conexibacter,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2.68,2,1,1,1,2,1,1,1,1
Croceicoccus,1,1,2,3,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,2,1,3,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1
Dechloromonas,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.14,1,1,2,2,1,1,1,1,3,1,1,1,1
Desulfovibrio,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1
Dyella,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,2.01,2,1,2,3,3,3,3.83,2,4,1,2,2,2,1,1,2.11,1.87,1,1,1,2,1,1,1,1,3,2,1,1,1,1,1,2,2,2,3,1,1,1,2,4,1,1,1,2,2,1,1,1
Erythrobacter,2,2,1,2,2,1,1,1,2,1,1,1,1,2,3,1,1,1,1,1,2,2.01,1,1,1,1,1,1,2,2,1,1,2.86,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,1,1,1,1
Eubacterium,2,2,2,2,2,1,3.54,2,3,1,2,3,2,3,3,2,2,2,2,3,3.98,1,3,1,1,1,1,2,1,2,2,2,3,1.2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2.99,3,3,3,1,2,3,3,1,2,2,3,2,1,2,3.01,3
Gemella,1,1,1,1,1,1,1,2.06,2,1,2,2.15,2,1,1,1,3,2,1,2,3,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3,1,1,1,3,2,1,1,1,2,2,2,2,2,2,2,3,1,1,2
Gemmata,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1
Geobacter,2.97,1,1,2,1,1,1,1,3,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1
Gilliamella,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Hahella,2,1,2.05,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1.99,1,1,1,1,1,2,1,2,2,1,1,1,1
Halomonas,2,2,1,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,2,3,2.27,1,2.32,2,1,1,1,2,1,1,2,2.01,2,1,1,1,1,1,1,2,1,2.41,2,2,1,2,2,1,2,1,3,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1
Halothiobacillus,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1.99,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2.74,1,1,1,1,2,1,2,1,2,1,1,1,1
Hoyosella,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2.99,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Hydrogenophaga,2,3,2,2,2,1,1,2,3,1,1,3,2,2,2,1,2,1,1,1,2.99,2,1,3,1,1,2.47,1,1,2,1,2,2,1,2,1,1,1,1,1,2,3,2.35,2,1,2,1,2,2.04,2.03,2,2,2,1,1,1,2,3,2,2,2.14,3,2,2,1,2
Hymenobacter,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2.53,4,3,4,2,4,3,2,1,1,1,2,2,1.7,1,1,1,1,1,1,2,1,4,2,1,1,3,2,1,2,2,2,2,1,1,2,2,4,1,2,2,2,2,1,1,2
Hyphomicrobium,1,2,1,2.07,2,1,1,1,2,2,2,2,2.81,1,1,1,1,2.56,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,3,2.17,2,1,1,1
Immundisolibacter,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,2,3,1,1,2,1,1,2,2
Jannaschia,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Jonesia,2,1,2,2,1,1,2.03,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,2,1,3,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2.99,1,2,2,1,1,2.06,1,2.89,1,2,2,1,2.21,2,2,1,1,2
Kayvirus,2,2,1,1,1,1,2,1,2,1,2,1,1,3,1,1,1,1,4,2.99,2,2,1,1,1,2,1,1,1,1,1,1,1,1.62,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,3,2,2,2,2,2,1,3,1,2.6
Kluyvera,1,2,1,1,1,1,1,1,3,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,2,1
Kurthia,1,1,2,2,2.35,1,1,1,2,1,1,1,1,3,1,1,3,1,1,2,3,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2.02,1,3,1,1,1,3,1,3,1,1.98,1,1,2,2,2,1,1,1,2,2,1,2,1
Lambdavirus,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,2,1,1,1,2
Laribacter,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,4,1,1,1,1
Leadbetterella,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,3,3,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,3,1,1,2,3,1,1,2,1
Leptospirillum,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Limnohabitans,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1
Marichromatium,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1
Methylibium,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1
Micavibrio,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2.27,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2.96,1,1,1,2,2,1,1,1
Microbulbifer,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2.94,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1
Microlunatus,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2.01,1,2,2,2.65,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2.83,2,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1
Microterricola,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2.1,2,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,2,2,1,1,1,2,2,2,3,2,1,3,2,1,1,1,1
Mobiluncus,1,1,2,1,2,1,1,2.95,2,2,1,2,1,1,1,1,2.94,1,1,2,2,1,2,1,1,1,1,3.13,2,2,2,2.56,2,1.69,1,1,1,1,1,1,1,2,1,3,2.66,1,1,2,1,2.04,2,2,3.02,1,1,1,1,3,2,1,1,2,1,1,1,1
Myxococcus,2,1,2,2,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2.93,1,2,1,1,1,1,2.52,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1
Ndongobacter,1,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1
Nitrosomonas,1,1,1,1,2.03,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,3,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1
Nitrosospira,1,2,1,1,4.13,1,1,4,1,1,1,1,3,2,1,1,1,2,1,1,3,1,1,1,1,1,1,4,2,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,2,1,1,4,1
Nocardiopsis,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1.91,1,2,1,1,2.07,1,2,1,2.08,1,1,2,3,2,1,1,2,1,1,1,1
Oceanimonas,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1.99,1,2,1,1,2,2,1,1,2,1,1,2,1
Odoribacter,2,3,2.85,3,2.99,1,3,3,3,1,1,1,3,4,2,2,3,2,1,2.91,2,1,2,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2.39,2,3,1,2,2,3,2,1,1,2,1,2.98,1,2,2,2.15,2,2,2,2.89,1
Oligotropha,2,2.75,1,2,2,1,1,1,2.05,2,1,2,1,1,1,1,1,2,1,1,1,1,2.26,2,1,3,2.49,1,1,3,2,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,3,1,1,2,2,1,2,1,1
Olsenella,1,2,1,3,1,1,1,2,2,2,2,1,2,3,2,2,1,1,1,2,3,1,2,2,1,2,2,2,2,2,2.88,2,1,1,2,1,1,1,2,1,3,2,1,2,2,1,3,3,2,1,1,2,3,1,1,1,2,2.96,2.07,2,1,2,2,1,2,1
Ornithobacterium,1,2,1,2,2.31,1,2,1,3,2.9,2,2,3,2,2,2,3,1,1,2.1,2.83,1,2,1,1,1,2,1,2,3,2,2,2.91,1,1,2,1,1,1,1,1,2.35,2,2,1.96,2.12,3.97,2,2,2,2,2,2,1,2,2,3,2,3,2,2,2,2.19,3,3,2
Ottowia,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2.06,1,1,1,1,1,1,1,2.01,2,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1
P2virus,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1
Paenibacillus,3,3,3,2.08,2,1,3,3,3,2,2.96,2,2,3,1,2,3,2.48,2.43,3,3,2,2,3.95,1,1,4,2.84,3,2,3,2.67,3,3.99,1,1,1,1,1,1,3,2,1,2.13,2,2,2.13,2,3,3,2,3,2,2.04,1,3,2,3,2.01,2.59,2.14,2,2,3,3,2.67
Parvibaculum,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1
Pasteurella,2,1,1,2,2,1,4,2.7,1,2,2,2,1,2,2,2,2.09,1,1,2,3,1,4,2.01,3,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,3,2.75,1,2,1,1,2,1,2,3,2,1,2,1,1
Paucibacter,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1
Pedobacter,2,1,2,1,2,1,1,2.68,2.98,2,1,1,1,2,1,2,2,2,2,3,2,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2.04,1,1,3,1,1,1,2,2,3,3,1,1,1,2,2,1,1,3
Pelagibaca,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2.38,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1
Pelobacter,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1
Polaribacter,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2.95,2.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.13,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1
Pseudarthrobacter,3,2,2,2,2.32,1,1,2.78,2,1,2,2,2,2,1,1,2.14,2,1,2,2,1,2.98,2,1,1,2,3,2.97,2,2.77,2,3,1,1,1,1,1,1,1,2,3,3,2,2,1,3,1,2,1,2,2,3,1,2,2,2,2,2,1,3,2,2,1,2,1
Pseudogulbenkiania,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2.14,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,1,1
Pusillimonas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2.43,1,1,1,1
Rhadinovirus,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
Rubrobacter,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1
Sanguibacter,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2.25,2,2,2,1,2,2,1,1,2,3,2,2,1.18,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,3,1,2,1,2,1,2,1,1
Selenomonas,1,1,2,3,2,1,2.01,1,1,2,3,1,1,1,2,1,3,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2.6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,3,3,1,2,3,2,2,3,1
